"","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","area4km","area2km","area1km","kd490_value","MPA","STATUS_YR","gmw1km","distance"
"129",2007,"20-Sep-07","Flying Fish Cove","Australia",-10.4292,105.667,8,"Bleaching (% of population)",0,"ERG105",1.015,298.575,0,0,0,0.0366733198180914,"Non MPA","Non MPA",NA,6246.3763728234
"130",2003,"27-Oct-03","Chicken Farm","Australia",-10.4154,105.685,6,"Bleaching (% of population)",0,"ERG105",0,299.1166667,0,0,0,0.0425999989238335,"Non MPA","Non MPA",NA,5829.2581280403
"131",2003,"27-Oct-03","Chicken Farm","Australia",-10.4154,105.685,11,"Bleaching (% of population)",0,"ERG105",0,299.1166667,0,0,0,0.0425999989238335,"Non MPA","Non MPA",NA,5829.2581280403
"132",2004,"14-Oct-04","Chicken Farm","Australia",-10.4154,105.685,5.5,"Bleaching (% of population)",0,"ERG105",0.211666667,299.2766667,0,0,0,0.0377999990450917,"Non MPA","Non MPA",NA,5829.2581280403
"133",2004,"14-Oct-04","Chicken Farm","Australia",-10.4154,105.685,10.5,"Bleaching (% of population)",0,"ERG105",0.211666667,299.2766667,0,0,0,0.0377999990450917,"Non MPA","Non MPA",NA,5829.2581280403
"134",2005,"12-Oct-05","Chicken Farm","Australia",-10.4154,105.685,6,"Bleaching (% of population)",1,"ERG105",2.995,299.8366667,0,0,0,0.0388102687782071,"Non MPA","Non MPA",NA,5829.2581280403
"135",2005,"12-Oct-05","Chicken Farm","Australia",-10.4154,105.685,10,"Bleaching (% of population)",2,"ERG105",2.995,299.8366667,0,0,0,0.0388102687782071,"Non MPA","Non MPA",NA,5829.2581280403
"136",2006,"10-Oct-06","Chicken Farm","Australia",-10.4154,105.685,6,"Bleaching (% of population)",1,"ERG105",0,299.7,0,0,0,0.0421999989339383,"Non MPA","Non MPA",NA,5829.2581280403
"137",2006,"11-Oct-06","Chicken Farm","Australia",-10.4154,105.685,10,"Bleaching (% of population)",0,"ERG105",0,299.0316667,0,0,0,0.0421999989339383,"Non MPA","Non MPA",NA,5829.2581280403
"138",2007,"23-Sep-07","Chicken Farm","Australia",-10.4154,105.685,4,"Bleaching (% of population)",0,"ERG105",1.015,298.575,0,0,0,0.0366733198180914,"Non MPA","Non MPA",NA,5829.2581280403
"139",2007,"23-Sep-07","Chicken Farm","Australia",-10.4154,105.685,10,"Bleaching (% of population)",0,"ERG105",1.015,298.575,0,0,0,0.0366733198180914,"Non MPA","Non MPA",NA,5829.2581280403
"140",2004,"22-Jun-04","CDA03","Vietnam",8.65556,106.608,3,"Bleaching (% of population)",0,"ERG051",1.03,301.67,0,0,0,0.05887845319314,"MPA","MPA",NA,1340.81640774693
"141",2004,"22-Jun-04","CDA03","Vietnam",8.65556,106.608,7.9,"Bleaching (% of population)",0,"ERG051",1.03,301.67,0,0,0,0.05887845319314,"MPA","MPA",NA,1340.81640774693
"142",2004,"22-Jun-04","CDA02","Vietnam",8.66861,106.63,2.8,"Bleaching (% of population)",0,"ERG051",2.25,302.3,0,0,0,0.05887845319314,"MPA","MPA",NA,1258.97369890367
"143",2004,"22-Jun-04","CDA02","Vietnam",8.66861,106.63,7,"Bleaching (% of population)",0,"ERG051",2.25,302.3,0,0,0,0.05887845319314,"MPA","MPA",NA,1258.97369890367
"144",2004,"23-Jun-04","CDA01","Vietnam",8.74722,106.63,4,"Bleaching (% of population)",0,"ERG051",0.627142857,301.23,0,0,0,0.105399997337372,"MPA","MPA",NA,1444.99319084677
"145",2004,"23-Jun-04","CDA01","Vietnam",8.74722,106.63,9.3,"Bleaching (% of population)",0,"ERG051",0.627142857,301.23,0,0,0,0.105399997337372,"MPA","MPA",NA,1444.99319084677
"146",2004,"21-Jun-04","CDA04","Vietnam",8.63972,106.632,3.2,"Bleaching (% of population)",0,"ERG051",1.06,302.28,0,0,0,0.0586093481128992,"MPA","MPA",NA,424.172140908049
"147",2004,"21-Jun-04","CDA04","Vietnam",8.63972,106.632,7.8,"Bleaching (% of population)",0,"ERG051",1.06,302.28,0,0,0,0.0586093481128992,"MPA","MPA",NA,424.172140908049
"148",2004,"20-Jun-04","CDA06","Vietnam",8.69278,106.647,3.6,"Bleaching (% of population)",0,"ERG051",2.25,302.3,0,0,0,0.0577134591391964,"MPA","MPA",NA,97.4280181935106
"149",2004,"20-Jun-04","CDA06","Vietnam",8.69278,106.647,7.9,"Bleaching (% of population)",0,"ERG051",2.25,302.3,0,0,0,0.0577134591391964,"MPA","MPA",NA,97.4280181935106
"150",2004,"21-Jun-04","CDA07","Vietnam",8.66056,106.674,3,"Bleaching (% of population)",0,"ERG051",1.13,301.85,0,0,0,0.05887845319314,"MPA","MPA",NA,54.6859375488088
"151",2004,"21-Jun-04","CDA07","Vietnam",8.66056,106.674,10.1,"Bleaching (% of population)",0,"ERG051",1.13,301.85,0,0,0,0.05887845319314,"MPA","MPA",NA,54.6859375488088
"152",2004,"23-Jun-04","CDA05","Vietnam",8.6925,106.677,2.5,"Bleaching (% of population)",0,"ERG051",1.11,300.9,0,0,0,0.0577134591391964,"MPA","MPA",NA,125.496390487273
"153",2004,"23-Jun-04","CDA05","Vietnam",8.6925,106.677,5.5,"Bleaching (% of population)",0,"ERG051",1.11,300.9,0,0,0,0.0577134591391964,"MPA","MPA",NA,125.496390487273
"154",2003,"28-Aug-03","Cat Ba","Vietnam",20.7389,107.058,3.2,"Bleaching (% of population)",0,"ERG053",2.378333333,302.955,4269,4269,0,0.0707541158596595,"MPA","MPA",NA,6725.99298913615
"155",2003,"27-Sep-03","Coc Cheo","Vietnam",20.7542,107.104,4.7,"Bleaching (% of population)",0,"ERG053",0,301.63,0,0,0,0.15516733276356,"MPA","MPA",NA,9637.70299630731
"156",2003,"27-Sep-03","Ang Du","Vietnam",20.8042,107.116,3,"Bleaching (% of population)",0,"ERG053",0,301.76,0,0,0,0.144897058919414,"MPA","MPA",NA,4495.92319356432
"157",2003,"27-Sep-03","To Cac Be","Vietnam",20.7917,107.125,3.5,"Bleaching (% of population)",0,"ERG053",0,301.76,0,0,0,0.144897058919414,"MPA","MPA",NA,5879.84327610585
"158",2003,"27-Sep-03","Cong Do","Vietnam",20.8208,107.156,4,"Bleaching (% of population)",0,"ERG053",0,301.89,0,0,0,0.14067310902908,"MPA","MPA",NA,2614.2229573982
"159",2003,"27-Sep-03","Bu Xam","Vietnam",20.8458,107.178,3,"Bleaching (% of population)",0,"ERG053",0,302.3,0,0,0,0.14067310902908,"MPA","MPA",NA,137.115663728801
"160",2003,"27-Sep-03","Doi Xo","Vietnam",20.9875,107.571,5,"Bleaching (% of population)",0,"ERG053",1.29,301.32,13692,13692,13692,0.251140059880834,"Non MPA","Non MPA",NA,20.9632574709684
"161",2003,"27-Sep-03","Cua Vanh","Vietnam",21.1042,107.619,5,"Bleaching (% of population)",0,"ERG053",1.46,301.35,0,0,0,0.170399995695334,"MPA","MPA",NA,3610.12437117482
"162",2005,"24-Jun-05","NTH01","Vietnam",12.0747,109.306,3.2,"Bleaching (% of population)",9,"ERG051",0,299.98,0,0,0,0.0427999989187811,"Non MPA","Non MPA",NA,10547.4266173883
"163",2005,"24-Jun-05","NTH01","Vietnam",12.0747,109.306,6.2,"Bleaching (% of population)",10,"ERG051",0,299.98,0,0,0,0.0427999989187811,"Non MPA","Non MPA",NA,10547.4266173883
"164",2005,"24-Jun-05","NTH02","Vietnam",12.0747,109.306,3.3,"Bleaching (% of population)",6,"ERG051",0,299.98,0,0,0,0.0427999989187811,"Non MPA","Non MPA",NA,10547.4266173883
"165",2005,"24-Jun-05","NTH02","Vietnam",12.0747,109.306,7,"Bleaching (% of population)",3,"ERG051",0,299.98,0,0,0,0.0427999989187811,"Non MPA","Non MPA",NA,10547.4266173883
"166",2004,"25-May-04","CLC01","Vietnam",15.9722,108.422,3,"Bleaching (% of population)",6,"ERG053",0,301.08,0,0,0,0.0905999977112515,"MPA","MPA",NA,918.45121520905
"167",2004,"25-May-04","CLC01","Vietnam",15.9722,108.422,6,"Bleaching (% of population)",0,"ERG053",0,301.08,0,0,0,0.0905999977112515,"MPA","MPA",NA,918.45121520905
"168",2004,"25-May-04","CLC03","Vietnam",15.9675,108.446,3,"Bleaching (% of population)",6,"ERG053",0,301.11,0,0,0,0.0787999980093446,"MPA","MPA",NA,506.134178276716
"169",2004,"25-May-04","CLC03","Vietnam",15.9675,108.446,9,"Bleaching (% of population)",10,"ERG053",0,301.11,0,0,0,0.0787999980093446,"MPA","MPA",NA,506.134178276716
"170",2004,"02-Jun-04","CLC02","Vietnam",15.9794,108.449,5,"Bleaching (% of population)",18,"ERG053",0,302.1,0,0,0,0.0709999982063891,"MPA","Non MPA",NA,1573.04014584037
"171",2004,"02-Jun-04","CLC02","Vietnam",15.9794,108.449,8.5,"Bleaching (% of population)",18,"ERG053",0,302.1,0,0,0,0.0709999982063891,"MPA","Non MPA",NA,1573.04014584037
"172",2004,"29-May-04","CLC05","Vietnam",15.9317,108.471,3.8,"Bleaching (% of population)",0,"ERG053",1.91,301.57,0,0,0,0.0981999975192593,"MPA","MPA",NA,3360.07338194027
"173",2004,"29-May-04","CLC05","Vietnam",15.9317,108.471,7.5,"Bleaching (% of population)",2,"ERG053",1.91,301.57,0,0,0,0.0981999975192593,"MPA","MPA",NA,3360.07338194027
"174",2004,"22-May-04","CLC04","Vietnam",15.9336,108.474,4.5,"Bleaching (% of population)",9,"ERG053",0,301.61,0,0,0,0.0981999975192593,"MPA","MPA",NA,3134.90151246493
"175",2004,"22-May-04","CLC04","Vietnam",15.9336,108.474,11,"Bleaching (% of population)",5,"ERG053",0,301.61,0,0,0,0.0981999975192593,"MPA","MPA",NA,3134.90151246493
"176",2004,"23-May-04","CLC06","Vietnam",15.9456,108.478,3.5,"Bleaching (% of population)",9,"ERG053",0,301.61,0,0,0,0.0787999980093446,"MPA","MPA",NA,1781.82453512341
"177",2004,"23-May-04","CLC06","Vietnam",15.9456,108.478,8.2,"Bleaching (% of population)",5,"ERG053",0,301.61,0,0,0,0.0787999980093446,"MPA","MPA",NA,1781.82453512341
"178",2004,"23-May-04","CLC08","Vietnam",15.9631,108.485,3.3,"Bleaching (% of population)",0,"ERG053",0,301.11,0,0,0,0.0641999983781716,"MPA","MPA",NA,196.820558951827
"179",2004,"23-May-04","CLC08","Vietnam",15.9631,108.485,7.3,"Bleaching (% of population)",0,"ERG053",0,301.11,0,0,0,0.0641999983781716,"MPA","MPA",NA,196.820558951827
"180",2004,"29-May-04","CLC07","Vietnam",15.9456,108.486,7,"Bleaching (% of population)",5,"ERG053",1.91,301.57,0,0,0,0.0641999983781716,"MPA","MPA",NA,1744.82263029911
"181",2004,"26-May-04","CLC09","Vietnam",15.96,108.489,3.3,"Bleaching (% of population)",11,"ERG053",0,301.28,0,0,0,0.0641999983781716,"MPA","MPA",NA,129.437422658996
"182",2004,"26-May-04","CLC09","Vietnam",15.96,108.489,6.7,"Bleaching (% of population)",0,"ERG053",0,301.28,0,0,0,0.0641999983781716,"MPA","MPA",NA,129.437422658996
"183",2004,"26-May-04","CLC14","Vietnam",15.9714,108.491,6.7,"Bleaching (% of population)",3,"ERG053",0,301.28,0,0,0,0.0641999983781716,"MPA","MPA",NA,1147.67505105794
"184",2004,"01-Jun-04","CLC15","Vietnam",15.9772,108.501,10,"Bleaching (% of population)",8,"ERG053",0,301.28,0,0,0,0.0454199236646263,"MPA","MPA",NA,1291.7021002215
"185",2004,"31-May-04","CLC10","Vietnam",15.9381,108.515,5.3,"Bleaching (% of population)",0,"ERG053",1.02,301.6,0,0,0,0.0981999975192593,"MPA","Non MPA",NA,625.637625740758
"186",2004,"24-May-04","CLC11","Vietnam",15.93,108.529,2,"Bleaching (% of population)",0,"ERG053",0,301.61,0,0,0,0.046166005936742,"MPA","Non MPA",NA,2293.81495529305
"187",2004,"24-May-04","CLC11","Vietnam",15.93,108.529,5.5,"Bleaching (% of population)",0,"ERG053",0,301.61,0,0,0,0.046166005936742,"MPA","Non MPA",NA,2293.81495529305
"188",2004,"27-May-04","CLC12","Vietnam",15.9081,108.533,3.3,"Bleaching (% of population)",8,"ERG053",0,301.96,0,0,0,0.046166005936742,"MPA","Non MPA",NA,3281.53442995773
"189",2004,"27-May-04","CLC12","Vietnam",15.9081,108.533,8.8,"Bleaching (% of population)",0,"ERG053",0,301.96,0,0,0,0.046166005936742,"MPA","Non MPA",NA,3281.53442995773
"190",2004,"31-May-04","CLC13","Vietnam",15.9031,108.54,5.5,"Bleaching (% of population)",5,"ERG053",0,301.96,0,0,0,0.046166005936742,"MPA","Non MPA",NA,4140.53597581921
"191",2004,"31-May-04","CLC13","Vietnam",15.9031,108.54,10,"Bleaching (% of population)",2,"ERG053",0,301.96,0,0,0,0.046166005936742,"MPA","Non MPA",NA,4140.53597581921
"192",2004,"10-May-04","CAN07","Vietnam",11.2306,108.826,3.2,"Bleaching (% of population)",0,"ERG051",1.12,302.85,0,0,0,0.100999997448525,"MPA","MPA",NA,3069.46404272081
"193",2004,"10-May-04","CAN07","Vietnam",11.2306,108.826,6.2,"Bleaching (% of population)",0,"ERG051",1.12,302.85,0,0,0,0.100999997448525,"MPA","MPA",NA,3069.46404272081
"194",2005,"20-May-05","CAN07","Vietnam",11.2306,108.826,3.2,"Bleaching (% of population)",0,"ERG051",0,300.34,0,0,0,0.0803999979689252,"MPA","MPA",NA,3069.46404272081
"195",2005,"20-May-05","CAN07","Vietnam",11.2306,108.826,6.2,"Bleaching (% of population)",0,"ERG051",0,300.34,0,0,0,0.0803999979689252,"MPA","MPA",NA,3069.46404272081
"196",2006,"27-Aug-06","CAN07","Vietnam",11.2306,108.826,3.2,"Bleaching (% of population)",0,"ERG051",1.44,299.64,0,0,0,0.0687982784845687,"MPA","MPA",NA,3069.46404272081
"197",2006,"27-Aug-06","CAN07","Vietnam",11.2306,108.826,6.2,"Bleaching (% of population)",0,"ERG051",1.44,299.64,0,0,0,0.0687982784845687,"MPA","MPA",NA,3069.46404272081
"198",2004,"10-May-04","CAN06","Vietnam",11.2317,108.829,3,"Bleaching (% of population)",0,"ERG051",1.12,302.85,0,0,0,0.100999997448525,"MPA","MPA",NA,3257.54662769874
"199",2004,"10-May-04","CAN06","Vietnam",11.2317,108.829,6,"Bleaching (% of population)",0,"ERG051",1.12,302.85,0,0,0,0.100999997448525,"MPA","MPA",NA,3257.54662769874
"200",2005,"20-May-05","CAN06","Vietnam",11.2317,108.829,3,"Bleaching (% of population)",0,"ERG051",0,300.34,0,0,0,0.0803999979689252,"MPA","MPA",NA,3257.54662769874
"201",2005,"20-May-05","CAN06","Vietnam",11.2317,108.829,6,"Bleaching (% of population)",0,"ERG051",0,300.34,0,0,0,0.0803999979689252,"MPA","MPA",NA,3257.54662769874
"202",2006,"27-Aug-06","CAN06","Vietnam",11.2317,108.829,3,"Bleaching (% of population)",0,"ERG051",1.44,299.64,0,0,0,0.0687982784845687,"MPA","MPA",NA,3257.54662769874
"203",2006,"27-Aug-06","CAN06","Vietnam",11.2317,108.829,6.5,"Bleaching (% of population)",0,"ERG051",1.44,299.64,0,0,0,0.0687982784845687,"MPA","MPA",NA,3257.54662769874
"204",2006,"01-Sep-06","CAN10","Vietnam",11.2233,108.831,3.1,"Bleaching (% of population)",0,"ERG051",0,300.62,0,0,0,0.263199993351009,"MPA","MPA",NA,2388.58440394479
"205",2006,"01-Sep-06","CAN10","Vietnam",11.2233,108.831,6.5,"Bleaching (% of population)",0,"ERG051",0,300.62,0,0,0,0.263199993351009,"MPA","MPA",NA,2388.58440394479
"206",2006,"28-Aug-06","CAN09","Vietnam",11.2253,108.832,3,"Bleaching (% of population)",0,"ERG051",1.44,299.64,0,0,0,0.0687982784845687,"MPA","MPA",NA,2629.10250445094
"207",2006,"28-Aug-06","CAN09","Vietnam",11.2253,108.832,7,"Bleaching (% of population)",0,"ERG051",1.44,299.64,0,0,0,0.0687982784845687,"MPA","MPA",NA,2629.10250445094
"208",2006,"31-Aug-06","CAN08","Vietnam",11.2325,108.833,2.9,"Bleaching (% of population)",0,"ERG051",0,300.62,0,0,0,0.0687982784845687,"MPA","MPA",NA,3435.74732591681
"209",2006,"31-Aug-06","CAN08","Vietnam",11.2325,108.833,6.5,"Bleaching (% of population)",0,"ERG051",0,300.62,0,0,0,0.0687982784845687,"MPA","MPA",NA,3435.74732591681
"210",2006,"31-Aug-06","CAN05","Vietnam",11.2761,108.868,5.7,"Bleaching (% of population)",0,"ERG051",0,301.1,0,0,0,0.440599988869508,"Non MPA","Non MPA",NA,3544.33548753515
"211",2006,"31-Aug-06","CAN04","Vietnam",11.2822,108.874,5.5,"Bleaching (% of population)",0,"ERG051",0,301.1,0,0,0,0.440599988869508,"Non MPA","Non MPA",NA,2703.44442011821
"212",2004,"11-Apr-04","VPO02","Vietnam",12.6333,109.208,5,"Bleaching (% of population)",0,"ERG051",1.22,300.06,0,0,0,0.0397184969103955,"Non MPA","Non MPA",NA,1315.03126141187
"213",2005,"30-Jun-05","VPO02","Vietnam",12.6333,109.208,5,"Bleaching (% of population)",5,"ERG051",0,301.51,0,0,0,0.0355980629922952,"Non MPA","Non MPA",NA,1315.03126141187
"214",2004,"10-Apr-04","VPO03","Vietnam",12.6281,109.211,4.5,"Bleaching (% of population)",0,"ERG051",1.22,300.06,0,0,0,0.0397184969103955,"Non MPA","Non MPA",NA,1706.89683072759
"215",2005,"29-Jun-05","VPO03","Vietnam",12.6281,109.211,4.5,"Bleaching (% of population)",8,"ERG051",0,301.51,0,0,0,0.0355980629922952,"Non MPA","Non MPA",NA,1706.89683072759
"216",2004,"10-Apr-04","VPO04","Vietnam",12.6286,109.215,3,"Bleaching (% of population)",2,"ERG051",1.22,300.06,0,0,0,0.0397184969103955,"Non MPA","Non MPA",NA,2131.80597101263
"217",2004,"10-Apr-04","VPO04","Vietnam",12.6286,109.215,6,"Bleaching (% of population)",0,"ERG051",1.22,300.06,0,0,0,0.0397184969103955,"Non MPA","Non MPA",NA,2131.80597101263
"218",2005,"29-Jun-05","VPO04","Vietnam",12.6286,109.215,3,"Bleaching (% of population)",8,"ERG051",0,301.51,0,0,0,0.0355980629922952,"Non MPA","Non MPA",NA,2131.80597101263
"219",2005,"29-Jun-05","VPO04","Vietnam",12.6286,109.215,6,"Bleaching (% of population)",7,"ERG051",0,301.51,0,0,0,0.0355980629922952,"Non MPA","Non MPA",NA,2131.80597101263
"220",2004,"11-Apr-04","VPO01","Vietnam",12.6383,109.223,6,"Bleaching (% of population)",0,"ERG051",1.22,300.06,0,0,0,0.0397184969103955,"Non MPA","Non MPA",NA,2867.35830439504
"221",2005,"30-Jun-05","VPO01","Vietnam",12.6383,109.223,6,"Bleaching (% of population)",2,"ERG051",0,301.51,0,0,0,0.0355980629922952,"Non MPA","Non MPA",NA,2867.35830439504
"222",2004,"07-May-04","NTA09/Nhatrang Site 8","Vietnam",12.1806,109.245,2,"Bleaching (% of population)",0,"ERG051",1.73,302.9,0,0,0,0.0356215454918766,"MPA","MPA",NA,3572.19399934771
"223",2004,"07-May-04","NTA09/Nhatrang Site 8","Vietnam",12.1806,109.245,6.9,"Bleaching (% of population)",0,"ERG051",1.73,302.9,0,0,0,0.0356215454918766,"MPA","MPA",NA,3572.19399934771
"224",2005,"09-May-05","NTA09/Nhatrang Site 8","Vietnam",12.1806,109.245,2,"Bleaching (% of population)",0,"ERG051",1.11,299.55,0,0,0,0.0397481273381238,"MPA","MPA",NA,3572.19399934771
"225",2005,"09-May-05","NTA09/Nhatrang Site 8","Vietnam",12.1806,109.245,6.9,"Bleaching (% of population)",0,"ERG051",1.11,299.55,0,0,0,0.0397481273381238,"MPA","MPA",NA,3572.19399934771
"226",2006,"16-Aug-06","NTA09/Nhatrang Site 8","Vietnam",12.1806,109.245,2.2,"Bleaching (% of population)",0,"ERG051",0,302.89,0,0,0,0.0660687881398792,"MPA","MPA",NA,3572.19399934771
"227",2006,"16-Aug-06","NTA09/Nhatrang Site 8","Vietnam",12.1806,109.245,7.4,"Bleaching (% of population)",0,"ERG051",0,302.89,0,0,0,0.0660687881398792,"MPA","MPA",NA,3572.19399934771
"228",2006,"14-Sep-06","VPO11","Vietnam",12.4494,109.293,3,"Bleaching (% of population)",0,"ERG051",5.3,302.16,0,0,0,0.0728093174845741,"Non MPA","Non MPA",NA,187.949239316012
"229",2006,"14-Sep-06","VPO11","Vietnam",12.4494,109.293,6.7,"Bleaching (% of population)",0,"ERG051",5.3,302.16,0,0,0,0.0728093174845741,"Non MPA","Non MPA",NA,187.949239316012
"230",2004,"06-May-04","NTA05","Vietnam",12.1819,109.294,2.5,"Bleaching (% of population)",0,"ERG051",2.785,302.9475,0,0,0,0.0356215454918766,"MPA","MPA",NA,814.515001409413
"231",2004,"06-May-04","NTA05","Vietnam",12.1819,109.294,6,"Bleaching (% of population)",0,"ERG051",2.785,302.9475,0,0,0,0.0356215454918766,"MPA","MPA",NA,814.515001409413
"232",2005,"18-May-05","NTA05","Vietnam",12.1819,109.294,2.5,"Bleaching (% of population)",0,"ERG051",0,299.80875,0,0,0,0.0397481273381238,"MPA","MPA",NA,814.515001409413
"233",2005,"18-May-05","NTA05","Vietnam",12.1819,109.294,6,"Bleaching (% of population)",0,"ERG051",0,299.80875,0,0,0,0.0397481273381238,"MPA","MPA",NA,814.515001409413
"234",2006,"20-Aug-06","NTA05","Vietnam",12.1819,109.294,2.5,"Bleaching (% of population)",0,"ERG051",0.8075,302.8225,0,0,0,0.0660687881398792,"MPA","MPA",NA,814.515001409413
"235",2006,"20-Aug-06","NTA05","Vietnam",12.1819,109.294,6,"Bleaching (% of population)",0,"ERG051",0.8075,302.8225,0,0,0,0.0660687881398792,"MPA","MPA",NA,814.515001409413
"236",2004,"29-Apr-04","VPO09","Vietnam",12.4961,109.3,2.7,"Bleaching (% of population)",1,"ERG051",2.49,303.38,0,0,0,0.0461999988328898,"Non MPA","Non MPA",NA,4734.37151779265
"237",2004,"29-Apr-04","VPO09","Vietnam",12.4961,109.3,6.5,"Bleaching (% of population)",2,"ERG051",2.49,303.38,0,0,0,0.0461999988328898,"Non MPA","Non MPA",NA,4734.37151779265
"238",2005,"15-May-05","VPO09","Vietnam",12.4961,109.3,2.7,"Bleaching (% of population)",0,"ERG051",0,300.73,0,0,0,0.0571999985550065,"Non MPA","Non MPA",NA,4734.37151779265
"239",2005,"15-May-05","VPO09","Vietnam",12.4961,109.3,6.5,"Bleaching (% of population)",0,"ERG051",0,300.73,0,0,0,0.0571999985550065,"Non MPA","Non MPA",NA,4734.37151779265
"240",2006,"09-Sep-06","VPO09","Vietnam",12.4961,109.3,4,"Bleaching (% of population)",0,"ERG051",5.15,302.13,0,0,0,0.071999998181127,"Non MPA","Non MPA",NA,4734.37151779265
"241",2006,"09-Sep-06","VPO09","Vietnam",12.4961,109.3,6.5,"Bleaching (% of population)",0,"ERG051",5.15,302.13,0,0,0,0.071999998181127,"Non MPA","Non MPA",NA,4734.37151779265
"242",2004,"05-May-04","NTA04/Nhatrang Site 5","Vietnam",12.2222,109.301,2.5,"Bleaching (% of population)",0,"ERG051",2.99,303.36,0,0,0,0.0364386510015465,"MPA","MPA",NA,1373.8110598624
"243",2004,"05-May-04","NTA04/Nhatrang Site 5","Vietnam",12.2222,109.301,6,"Bleaching (% of population)",0,"ERG051",2.99,303.36,0,0,0,0.0364386510015465,"MPA","MPA",NA,1373.8110598624
"244",2005,"31-Aug-05","NTA04/Nhatrang Site 5","Vietnam",12.2222,109.301,2.5,"Bleaching (% of population)",0,"ERG051",1.01,301.42,0,0,0,0.0677999982872279,"MPA","MPA",NA,1373.8110598624
"245",2005,"31-Aug-05","NTA04/Nhatrang Site 5","Vietnam",12.2222,109.301,6,"Bleaching (% of population)",0,"ERG051",1.01,301.42,0,0,0,0.0677999982872279,"MPA","MPA",NA,1373.8110598624
"246",2006,"22-Aug-06","NTA04/Nhatrang Site 5","Vietnam",12.2222,109.301,3,"Bleaching (% of population)",0,"ERG051",2.55,302.89,0,0,0,0.0670710938767372,"MPA","MPA",NA,1373.8110598624
"247",2006,"22-Aug-06","NTA04/Nhatrang Site 5","Vietnam",12.2222,109.301,6,"Bleaching (% of population)",0,"ERG051",2.55,302.89,0,0,0,0.0670710938767372,"MPA","MPA",NA,1373.8110598624
