"","X","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","area4km","area2km","area1km","kd490_value"
"159",160,2007,"09-Apr-07","Turtle Bay, Tenggol","Malaysia",2.54447,103.925,6,"Bleaching (% of population)",0,"ERG049",1.92,302.42,0,0,0,0.100399997463683
"160",161,2009,"07-Aug-09","Turtle Bay, Tenggol","Malaysia",2.54447,103.925,9,"Bleaching (% of population)",0,"ERG049",0,301,0,0,0,0.0933999976405175
"161",162,2006,"04-May-06","PQO12/Phu Quoc Site 9","Vietnam",9.91778,103.979,4.7,"Bleaching (% of population)",0,"ERG050",1.31,305.3,0,0,0,0.0783999980194494
"162",163,2006,"04-May-06","PQO13","Vietnam",9.92028,103.982,4.7,"Bleaching (% of population)",0,"ERG050",1.31,305.3,0,0,0,0.0849999978527194
"163",164,2006,"08-May-06","PQO17","Vietnam",9.90917,103.992,2.5,"Bleaching (% of population)",0,"ERG050",1.33,305.58,0,0,0,0.0849999978527194
"164",165,2006,"08-May-06","PQO17","Vietnam",9.90917,103.992,6.7,"Bleaching (% of population)",0,"ERG050",1.33,305.58,0,0,0,0.0849999978527194
"165",166,2006,"11-May-06","PQO16/Phu Quoc Site 7","Vietnam",9.91333,103.993,2.2,"Bleaching (% of population)",0,"ERG050",3.41,305.1,0,0,0,0.0849999978527194
"166",167,2006,"11-May-06","PQO16/Phu Quoc Site 7","Vietnam",9.91333,103.993,4.2,"Bleaching (% of population)",0,"ERG050",3.41,305.1,0,0,0,0.0849999978527194
"167",168,2006,"10-May-06","PQO14","Vietnam",9.92194,103.997,3.5,"Bleaching (% of population)",0,"ERG050",5.1,304.87,0,0,0,0.0849999978527194
"168",169,2006,"10-May-06","PQO14","Vietnam",9.92194,103.997,7,"Bleaching (% of population)",0,"ERG050",5.1,304.87,0,0,0,0.0849999978527194
"169",170,2006,"17-May-06","PQO07","Vietnam",10.0003,104.009,4.7,"Bleaching (% of population)",0,"ERG050",3.698571429,303.7428571,0,0,0,0.0885999977617757
"170",171,2006,"07-May-06","PQO09","Vietnam",9.96917,104.011,2.2,"Bleaching (% of population)",0,"ERG050",3.95,305.41,0,0,0,0.0867999978072476
"171",172,2006,"07-May-06","PQO09","Vietnam",9.96917,104.011,6.2,"Bleaching (% of population)",0,"ERG050",3.95,305.41,0,0,0,0.0867999978072476
"172",173,2006,"05-May-06","PQO10","Vietnam",9.95667,104.012,2.8,"Bleaching (% of population)",0,"ERG050",3.95,305.41,0,0,0,0.0867999978072476
"173",174,2006,"05-May-06","PQO10","Vietnam",9.95667,104.012,6,"Bleaching (% of population)",0,"ERG050",3.95,305.41,0,0,0,0.0867999978072476
"174",175,2006,"03-May-06","May Rut Trong/PQO15/Phu Quoc Site 5","Vietnam",9.92286,104.002,3,"Bleaching (% of population)",0,"ERG050",3.45,305.2,0,0,0,0.0849999978527194
"175",176,2006,"03-May-06","May Rut Trong/PQO15/Phu Quoc Site 5","Vietnam",9.92286,104.002,6.7,"Bleaching (% of population)",0,"ERG050",3.45,305.2,0,0,0,0.0849999978527194
"176",177,2006,"02-May-06","PQO18","Vietnam",9.91444,104.017,2.5,"Bleaching (% of population)",0,"ERG050",2.19,304.8,0,0,0,0.0849999978527194
"177",178,2006,"02-May-06","PQO18","Vietnam",9.91444,104.017,5.7,"Bleaching (% of population)",0,"ERG050",2.19,304.8,0,0,0,0.0849999978527194
"178",179,2006,"14-May-06","PQO11","Vietnam",9.92111,104.02,3,"Bleaching (% of population)",0,"ERG050",5.1,304.87,0,0,0,0.0849999978527194
"179",180,2006,"14-May-06","PQO11","Vietnam",9.92111,104.02,5.2,"Bleaching (% of population)",0,"ERG050",5.1,304.87,0,0,0,0.0849999978527194
"180",181,2006,"14-May-06","PQO19","Vietnam",9.91861,104.02,2.7,"Bleaching (% of population)",0,"ERG050",5.1,304.87,0,0,0,0.0849999978527194
"181",182,2006,"14-May-06","PQO19","Vietnam",9.91861,104.02,6,"Bleaching (% of population)",0,"ERG050",5.1,304.87,0,0,0,0.0849999978527194
"182",183,2006,"09-May-06","PQO20/Phu Quoc Site 10","Vietnam",9.90639,104.021,3.7,"Bleaching (% of population)",0,"ERG050",1.33,305.58,0,0,0,0.0363665920016566
"183",184,2006,"09-May-06","PQO20/Phu Quoc Site 10","Vietnam",9.90639,104.021,7.7,"Bleaching (% of population)",0,"ERG050",1.33,305.58,0,0,0,0.0363665920016566
"184",185,2006,"06-May-06","PQO06/Phu Quoc Site 1","Vietnam",10.0047,104.029,2.2,"Bleaching (% of population)",0,"ERG050",1.648571429,304.55,0,0,0,0.0350007325224811
"185",186,2006,"06-May-06","PQO06/Phu Quoc Site 1","Vietnam",10.0047,104.029,5.5,"Bleaching (% of population)",0,"ERG050",1.648571429,304.55,0,0,0,0.0350007325224811
"186",187,2006,"17-May-06","PQO08","Vietnam",9.99472,104.039,3.5,"Bleaching (% of population)",0,"ERG050",5,304.48,0,0,0,0.0350007325224811
"187",188,2004,"16-Apr-04","Pirates Reef","Malaysia",2.82417,104.157,7,"Bleaching (% of population)",2,"ERG049",1.0625,302.56,0,0,0,0.0401309697103975
"188",189,2006,"22-Apr-06","Pirates Reef","Malaysia",2.82417,104.157,9,"Bleaching (% of population)",0,"ERG049",4.6975,305.3,0,0,0,0.0417960839553278
"189",190,2007,"20-Apr-07","Pirates Reef","Malaysia",2.82417,104.157,8,"Bleaching (% of population)",0,"ERG049",2.805,303.445,0,0,0,0.0375676592246292
"190",191,2007,"24-Aug-07","Pirates Reef","Malaysia",2.82417,104.157,7,"Bleaching (% of population)",0,"ERG049",0.5175,301.1425,0,0,0,0.0458874233012178
"191",192,2007,"17-Oct-07","Pirates Reef","Malaysia",2.82417,104.157,8,"Bleaching (% of population)",0,"ERG049",0,301.7175,0,0,0,0.0623190522170039
"192",193,2008,"15-Mar-08","Pirates Reef","Malaysia",2.82417,104.157,6,"Bleaching (% of population)",0,"ERG049",0,299.965,0,0,0,0.0453880473056222
"193",194,2008,"16-Aug-08","Pirates Reef","Malaysia",2.82417,104.157,8,"Bleaching (% of population)",32,"ERG049",0,301.2825,0,0,0,0.0482097198059912
"194",195,2008,"18-Sep-08","Pirates Reef","Malaysia",2.82417,104.157,8,"Bleaching (% of population)",0,"ERG049",0,302.1525,0,0,0,0.046943130968123
"195",196,2008,"18-Oct-08","Pirates Reef","Malaysia",2.82417,104.157,6.5,"Bleaching (% of population)",0,"ERG049",0,301.4675,0,0,0,0.0512484136909469
"196",197,2009,"24-Jul-09","Pirates Reef","Malaysia",2.82417,104.157,7.7,"Bleaching (% of population)",0,"ERG049",0,301.8425,0,0,0,0.0424343895791023
"197",198,2010,"03-Jul-10","Pirates Reef","Malaysia",2.82417,104.157,6,"Bleaching (% of population)",120,"ERG049",12.6425,303.7575,0,0,0,0.0524248732276076
"198",199,2006,"28-Oct-06","Pulau Lang (off Pulau Aur)","Malaysia",2.47039,104.499,5,"Bleaching (% of population)",3,"ERG049",0,301.16,0,0,0,0.0513892003394659
"199",200,2006,"28-Oct-06","Pulau Lang (off Pulau Aur)","Malaysia",2.47039,104.499,10,"Bleaching (% of population)",0,"ERG049",0,301.16,0,0,0,0.0513892003394659
"200",201,2006,"29-Oct-06","Pulau Lang (off Pulau Aur)","Malaysia",2.47039,104.499,10,"Bleaching (% of population)",3,"ERG049",0,301.16,0,0,0,0.0513892003394659
"201",202,2009,"13-Aug-09","Labas","Malaysia",2.88864,104.065,8,"Bleaching (% of population)",0,"ERG049",1.46,301.5,0,0,0,0.0481511309228363
"202",203,2009,"13-Aug-09","Labas","Malaysia",2.88864,104.065,10,"Bleaching (% of population)",0,"ERG049",1.46,301.5,0,0,0,0.0481511309228363
"203",204,2008,"19-Jul-08","Sepoi","Malaysia",2.89806,104.052,8.5,"Bleaching (% of population)",0,"ERG049",0,301.33,0,0,0,0.065399998347857
"204",205,2010,"28-Sep-10","Sepoi","Malaysia",2.89806,104.052,6.5,"Bleaching (% of population)",0,"ERG049",17.03,304.09,0,0,0,0.0711999982013367
"205",206,2009,"11-Jul-09","Rayner's Rock","Malaysia",2.4695,104.508,7.9,"Bleaching (% of population)",0,"ERG049",1.32,302.07,0,0,0,0.0407274432249976
"206",207,2009,"10-Jul-09","Diver's Lodge House Reef","Malaysia",2.46956,104.509,3,"Bleaching (% of population)",0,"ERG049",1.32,302.07,0,0,0,0.0407274432249976
"207",208,2008,"10-Aug-08","Atlantis Bay House Reef","Malaysia",2.47119,104.511,5,"Bleaching (% of population)",0,"ERG049",0,302.16,0,0,0,0.0487999987672083
"208",209,2009,"29-May-09","Atlantis Bay House Reef","Malaysia",2.47119,104.511,5,"Bleaching (% of population)",0,"ERG049",4.99,303.07,0,0,0,0.0415999989490956
"209",210,2009,"29-May-09","Atlantis Bay House Reef","Malaysia",2.47119,104.511,9.8,"Bleaching (% of population)",0,"ERG049",4.99,303.07,0,0,0,0.0415999989490956
"210",211,2009,"30-May-09","Teluk Gadung","Malaysia",2.47231,104.514,3.6,"Bleaching (% of population)",0,"ERG049",4.99,303.07,0,0,0,0.0415999989490956
"211",212,2009,"30-May-09","Teluran","Malaysia",2.46672,104.533,3.5,"Bleaching (% of population)",0,"ERG049",4.73,303.03,0,0,0,0.0397999989945674
"212",213,2009,"31-May-09","Teluran","Malaysia",2.46672,104.533,7,"Bleaching (% of population)",0,"ERG049",4.73,303.03,0,0,0,0.0397999989945674
"213",214,2007,"21-Apr-07","Malang Rock","Malaysia",2.90231,104.102,8,"Bleaching (% of population)",0,"ERG049",0,302.07,22577,22577,11657,0.0395999989996199
"214",215,2007,"15-Sep-07","Malang Rock","Malaysia",2.90231,104.102,7.5,"Bleaching (% of population)",0,"ERG049",0,302.66,22577,22577,11657,0.0491422932255822
"215",216,2008,"19-Apr-08","Malang Rock","Malaysia",2.90231,104.102,7,"Bleaching (% of population)",0,"ERG049",0,302.85,22577,22577,11657,0.0407999989693053
"216",217,2008,"18-Jul-08","Malang Rock","Malaysia",2.90231,104.102,7,"Bleaching (% of population)",0,"ERG049",0,301.45,22577,22577,11657,0.0589999985095346
"217",218,2009,"13-Aug-09","Malang Rock","Malaysia",2.90231,104.102,7,"Bleaching (% of population)",0,"ERG049",1.1,301.68,22577,22577,11657,0.0627999984135386
"218",219,2009,"13-Aug-09","Malang Rock","Malaysia",2.90231,104.102,9,"Bleaching (% of population)",1,"ERG049",1.1,301.68,22577,22577,11657,0.0627999984135386
"219",220,2010,"28-Sep-10","Batu Malang","Malaysia",2.90361,104.113,6.5,"Bleaching (% of population)",0,"ERG049",9.84,303.72,22577,22577,0,0.0689999982569134
"220",221,2007,"21-Apr-07","Kador Bay/Teluk Kador","Malaysia",2.91486,104.108,8,"Bleaching (% of population)",0,"ERG049",0,302.07,22577,22577,22577,0.0393999990046723
"221",222,2007,"15-Sep-07","Kador Bay/Teluk Kador","Malaysia",2.91486,104.108,7.5,"Bleaching (% of population)",0,"ERG049",0,302.66,22577,22577,22577,0.0491422932255822
"222",223,2008,"19-Apr-08","Kador Bay/Teluk Kador","Malaysia",2.91486,104.108,6.5,"Bleaching (% of population)",0,"ERG049",0,302.85,22577,22577,22577,0.0405999989743577
"223",224,2008,"07-Jun-08","Kador Bay/Teluk Kador","Malaysia",2.91486,104.108,6.4,"Bleaching (% of population)",75,"ERG049",0,302.51,22577,22577,22577,0.0597999984893249
"224",225,2009,"25-Jul-09","Kador Bay/Teluk Kador","Malaysia",2.91486,104.108,8,"Bleaching (% of population)",0,"ERG049",1.1,302.01,22577,22577,22577,0.0677999982872279
"225",226,2006,"23-Apr-06","Renggis North Side","Malaysia",2.81,104.136,6,"Bleaching (% of population)",0,"ERG049",3.41,305.0625,9912,0,0,0.0503999987267889
"226",227,2007,"20-Apr-07","Renggis Island North Side","Malaysia",2.80936,104.135,8,"Bleaching (% of population)",0,"ERG049",0,302.8975,9912,0,0,0.0349999991158256
"227",228,2007,"16-Sep-07","Renggis Island North Side","Malaysia",2.80936,104.135,7,"Bleaching (% of population)",0,"ERG049",1.08,302.4175,9912,0,0,0.0510353107350927
"228",229,2008,"20-Jul-08","Renggis Island North Side","Malaysia",2.80936,104.135,7,"Bleaching (% of population)",0,"ERG049",0,301.635,9912,0,0,0.061199998453958
"229",230,2008,"18-Sep-08","Renggis Island North Side","Malaysia",2.80936,104.135,7,"Bleaching (% of population)",0,"ERG049",0,302.025,9912,0,0,0.0665999983175425
"230",231,2008,"19-Oct-08","Renggis Island North Side","Malaysia",2.80936,104.135,7,"Bleaching (% of population)",0,"ERG049",0,302.1425,9912,0,0,0.0517860614095441
"231",232,2009,"25-Jul-09","Renggis Island North Side","Malaysia",2.80936,104.135,10.6,"Bleaching (% of population)",0,"ERG049",0.97,301.975,9912,0,0,0.0731999981508125
"232",233,2010,"22-Apr-10","Renggis Island North Side","Malaysia",2.80936,104.135,6,"Bleaching (% of population)",60,"ERG049",12.2625,304.425,9912,0,0,0.0393999990046723
"233",234,2007,"25-Jul-07","Renggis Island South Side","Malaysia",2.81047,104.136,6,"Bleaching (% of population)",0,"ERG049",1.08,301.5375,9912,0,0,0.0747999981103931
"234",235,2007,"15-Sep-07","Renggis Island South Side","Malaysia",2.81047,104.136,7.3,"Bleaching (% of population)",0,"ERG049",1.08,302.4175,9912,0,0,0.0510353107350927
"235",236,2009,"25-Jul-09","Ali Baba Rock","Malaysia",2.87494,104.151,2.1,"Bleaching (% of population)",0,"ERG049",0,301.92,0,0,0,0.0414874920036332
"236",237,2007,"25-Jul-07","Soyak Island","Malaysia",2.81669,104.151,5,"Bleaching (% of population)",0,"ERG049",1.08,301.5375,0,0,0,0.0414901823391406
"237",238,2007,"20-Oct-07","Soyak Island","Malaysia",2.81669,104.151,6,"Bleaching (% of population)",0,"ERG049",0,302.145,0,0,0,0.0616832129589253
"238",239,2008,"18-Sep-08","Soyak Island","Malaysia",2.81669,104.151,7,"Bleaching (% of population)",0,"ERG049",0,302.025,0,0,0,0.0468650103338788
"239",240,2009,"24-Jul-09","Soyak Island","Malaysia",2.81669,104.151,6,"Bleaching (% of population)",0,"ERG049",0.97,301.975,0,0,0,0.0427391293551014
"240",241,2010,"21-Apr-10","Soyak Island","Malaysia",2.81669,104.151,9.2,"Bleaching (% of population)",0,"ERG049",12.2625,304.425,0,0,0,0.0393410591126791
"241",242,2007,"24-Jul-07","Terek House Reef","Malaysia",2.81503,104.152,4,"Bleaching (% of population)",0,"ERG049",1.08,301.3175,0,0,0,0.0414901823391406
"242",243,2008,"26-Feb-08","Terek House Reef","Malaysia",2.81503,104.152,4.5,"Bleaching (% of population)",0,"ERG049",0.31,299.305,0,0,0,0.0462092775322829
"243",244,2008,"16-Aug-08","Terek House Reef","Malaysia",2.81503,104.152,6,"Bleaching (% of population)",0,"ERG049",0,301.5075,0,0,0,0.0491973821473857
"244",245,2003,"29-Oct-03","Flying Fish Cove","Australia",-10.4292,105.667,3.5,"Bleaching (% of population)",0,"ERG105",0,299.3283333,0,0,0,0.0425999989238335
"245",246,2003,"29-Oct-03","Flying Fish Cove","Australia",-10.4292,105.667,6.5,"Bleaching (% of population)",0,"ERG105",0,299.3283333,0,0,0,0.0425999989238335
"246",247,2004,"24-Sep-04","Flying Fish Cove","Australia",-10.4292,105.667,3.5,"Bleaching (% of population)",0,"ERG105",0.211666667,299.275,0,0,0,0.0438419983900716
"247",248,2004,"24-Sep-04","Flying Fish Cove","Australia",-10.4292,105.667,7,"Bleaching (% of population)",0,"ERG105",0.211666667,299.275,0,0,0,0.0438419983900716
"248",249,2005,"10-Oct-05","Flying Fish Cove","Australia",-10.4292,105.667,4,"Bleaching (% of population)",2,"ERG105",4.58,299.375,0,0,0,0.0388102687782071
"249",250,2005,"10-Oct-05","Flying Fish Cove","Australia",-10.4292,105.667,6,"Bleaching (% of population)",1,"ERG105",4.58,299.375,0,0,0,0.0388102687782071
"250",251,2006,"30-Oct-06","Flying Fish Cove","Australia",-10.4292,105.667,8,"Bleaching (% of population)",2,"ERG105",0,299.545,0,0,0,0.0421999989339383
"251",252,2006,"31-Oct-06","Flying Fish Cove","Australia",-10.4292,105.667,4,"Bleaching (% of population)",1,"ERG105",0,299.545,0,0,0,0.0421999989339383
"252",253,2007,"19-Sep-07","Flying Fish Cove","Australia",-10.4292,105.667,4,"Bleaching (% of population)",0,"ERG105",1.015,298.575,0,0,0,0.0366733198180914
"253",254,2007,"20-Sep-07","Flying Fish Cove","Australia",-10.4292,105.667,8,"Bleaching (% of population)",0,"ERG105",1.015,298.575,0,0,0,0.0366733198180914
"254",255,2003,"27-Oct-03","Chicken Farm","Australia",-10.4154,105.685,6,"Bleaching (% of population)",0,"ERG105",0,299.1166667,0,0,0,0.0425999989238335
"255",256,2003,"27-Oct-03","Chicken Farm","Australia",-10.4154,105.685,11,"Bleaching (% of population)",0,"ERG105",0,299.1166667,0,0,0,0.0425999989238335
"256",257,2004,"14-Oct-04","Chicken Farm","Australia",-10.4154,105.685,5.5,"Bleaching (% of population)",0,"ERG105",0.211666667,299.2766667,0,0,0,0.0377999990450917
"257",258,2004,"14-Oct-04","Chicken Farm","Australia",-10.4154,105.685,10.5,"Bleaching (% of population)",0,"ERG105",0.211666667,299.2766667,0,0,0,0.0377999990450917
"258",259,2005,"12-Oct-05","Chicken Farm","Australia",-10.4154,105.685,6,"Bleaching (% of population)",1,"ERG105",2.995,299.8366667,0,0,0,0.0388102687782071
"259",260,2005,"12-Oct-05","Chicken Farm","Australia",-10.4154,105.685,10,"Bleaching (% of population)",2,"ERG105",2.995,299.8366667,0,0,0,0.0388102687782071
"260",261,2006,"10-Oct-06","Chicken Farm","Australia",-10.4154,105.685,6,"Bleaching (% of population)",1,"ERG105",0,299.7,0,0,0,0.0421999989339383
"261",262,2006,"11-Oct-06","Chicken Farm","Australia",-10.4154,105.685,10,"Bleaching (% of population)",0,"ERG105",0,299.0316667,0,0,0,0.0421999989339383
"262",263,2007,"23-Sep-07","Chicken Farm","Australia",-10.4154,105.685,4,"Bleaching (% of population)",0,"ERG105",1.015,298.575,0,0,0,0.0366733198180914
"263",264,2007,"23-Sep-07","Chicken Farm","Australia",-10.4154,105.685,10,"Bleaching (% of population)",0,"ERG105",1.015,298.575,0,0,0,0.0366733198180914
"264",265,2009,"10-Oct-09","Tenggara P. Putri","Indonesia",-5.59444,106.553,4,"Bleaching (% of population)",0,"ERG033",7.47,305.85,0,0,0,0.0492831701330942
"265",266,2009,"10-Oct-09","Tenggara P. Putri","Indonesia",-5.59444,106.553,8,"Bleaching (% of population)",0,"ERG033",7.47,305.85,0,0,0,0.0492831701330942
"266",267,2009,"10-Oct-09","Kuburan Cina","Indonesia",-5.60972,106.564,4,"Bleaching (% of population)",0,"ERG033",7.47,305.85,0,0,0,0.0500641663207193
"267",268,2009,"10-Oct-09","Kuburan Cina","Indonesia",-5.60972,106.564,8,"Bleaching (% of population)",0,"ERG033",7.47,305.85,0,0,0,0.0500641663207193
"268",269,2004,"22-Jun-04","CDA03","Vietnam",8.65556,106.608,3,"Bleaching (% of population)",0,"ERG051",1.03,301.67,0,0,0,0.05887845319314
"269",270,2004,"22-Jun-04","CDA03","Vietnam",8.65556,106.608,7.9,"Bleaching (% of population)",0,"ERG051",1.03,301.67,0,0,0,0.05887845319314
"270",271,2004,"22-Jun-04","CDA02","Vietnam",8.66861,106.63,2.8,"Bleaching (% of population)",0,"ERG051",2.25,302.3,0,0,0,0.05887845319314
"271",272,2004,"22-Jun-04","CDA02","Vietnam",8.66861,106.63,7,"Bleaching (% of population)",0,"ERG051",2.25,302.3,0,0,0,0.05887845319314
"272",273,2004,"23-Jun-04","CDA01","Vietnam",8.74722,106.63,4,"Bleaching (% of population)",0,"ERG051",0.627142857,301.23,0,0,0,0.105399997337372
"273",274,2004,"23-Jun-04","CDA01","Vietnam",8.74722,106.63,9.3,"Bleaching (% of population)",0,"ERG051",0.627142857,301.23,0,0,0,0.105399997337372
"274",275,2004,"21-Jun-04","CDA04","Vietnam",8.63972,106.632,3.2,"Bleaching (% of population)",0,"ERG051",1.06,302.28,0,0,0,0.0586093481128992
"275",276,2004,"21-Jun-04","CDA04","Vietnam",8.63972,106.632,7.8,"Bleaching (% of population)",0,"ERG051",1.06,302.28,0,0,0,0.0586093481128992
"276",277,2004,"20-Jun-04","CDA06","Vietnam",8.69278,106.647,3.6,"Bleaching (% of population)",0,"ERG051",2.25,302.3,0,0,0,0.0577134591391964
"277",278,2004,"20-Jun-04","CDA06","Vietnam",8.69278,106.647,7.9,"Bleaching (% of population)",0,"ERG051",2.25,302.3,0,0,0,0.0577134591391964
"278",279,2004,"21-Jun-04","CDA07","Vietnam",8.66056,106.674,3,"Bleaching (% of population)",0,"ERG051",1.13,301.85,0,0,0,0.05887845319314
"279",280,2004,"21-Jun-04","CDA07","Vietnam",8.66056,106.674,10.1,"Bleaching (% of population)",0,"ERG051",1.13,301.85,0,0,0,0.05887845319314
"280",281,2004,"23-Jun-04","CDA05","Vietnam",8.6925,106.677,2.5,"Bleaching (% of population)",0,"ERG051",1.11,300.9,0,0,0,0.0577134591391964
"281",282,2004,"23-Jun-04","CDA05","Vietnam",8.6925,106.677,5.5,"Bleaching (% of population)",0,"ERG051",1.11,300.9,0,0,0,0.0577134591391964
"282",283,2003,"28-Aug-03","Cat Ba","Vietnam",20.7389,107.058,3.2,"Bleaching (% of population)",0,"ERG053",2.378333333,302.955,4269,4269,0,0.0707541158596595
"283",284,2003,"27-Sep-03","Coc Cheo","Vietnam",20.7542,107.104,4.7,"Bleaching (% of population)",0,"ERG053",0,301.63,0,0,0,0.15516733276356
"284",285,2003,"27-Sep-03","Ang Du","Vietnam",20.8042,107.116,3,"Bleaching (% of population)",0,"ERG053",0,301.76,0,0,0,0.144897058919414
"285",286,2003,"27-Sep-03","To Cac Be","Vietnam",20.7917,107.125,3.5,"Bleaching (% of population)",0,"ERG053",0,301.76,0,0,0,0.144897058919414
"286",287,2003,"27-Sep-03","Cong Do","Vietnam",20.8208,107.156,4,"Bleaching (% of population)",0,"ERG053",0,301.89,0,0,0,0.14067310902908
"287",288,2003,"27-Sep-03","Bu Xam","Vietnam",20.8458,107.178,3,"Bleaching (% of population)",0,"ERG053",0,302.3,0,0,0,0.14067310902908
"288",289,2003,"27-Sep-03","Doi Xo","Vietnam",20.9875,107.571,5,"Bleaching (% of population)",0,"ERG053",1.29,301.32,13692,13692,13692,0.251140059880834
"289",290,2003,"27-Sep-03","Cua Vanh","Vietnam",21.1042,107.619,5,"Bleaching (% of population)",0,"ERG053",1.46,301.35,0,0,0,0.170399995695334
"290",292,2005,"24-Jun-05","NTH01","Vietnam",12.0747,109.306,3.2,"Bleaching (% of population)",9,"ERG051",0,299.98,0,0,0,0.0427999989187811
"291",293,2005,"24-Jun-05","NTH01","Vietnam",12.0747,109.306,6.2,"Bleaching (% of population)",10,"ERG051",0,299.98,0,0,0,0.0427999989187811
"292",294,2005,"24-Jun-05","NTH02","Vietnam",12.0747,109.306,3.3,"Bleaching (% of population)",6,"ERG051",0,299.98,0,0,0,0.0427999989187811
"293",295,2005,"24-Jun-05","NTH02","Vietnam",12.0747,109.306,7,"Bleaching (% of population)",3,"ERG051",0,299.98,0,0,0,0.0427999989187811
