"","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","area4km","area2km","area1km","kd490_value","MPA","STATUS_YR","gmw1km"
"263",2007,"23-Sep-07","Chicken Farm","Australia",-10.4154,105.685,10,"Bleaching (% of population)",0,"ERG105",1.015,298.575,0,0,0,0.0366733198180914,"Non MPA","Non MPA",NA
"268",2004,"22-Jun-04","CDA03","Vietnam",8.65556,106.608,3,"Bleaching (% of population)",0,"ERG051",1.03,301.67,0,0,0,0.05887845319314,"MPA","MPA",NA
"269",2004,"22-Jun-04","CDA03","Vietnam",8.65556,106.608,7.9,"Bleaching (% of population)",0,"ERG051",1.03,301.67,0,0,0,0.05887845319314,"MPA","MPA",NA
"270",2004,"22-Jun-04","CDA02","Vietnam",8.66861,106.63,2.8,"Bleaching (% of population)",0,"ERG051",2.25,302.3,0,0,0,0.05887845319314,"MPA","MPA",NA
"271",2004,"22-Jun-04","CDA02","Vietnam",8.66861,106.63,7,"Bleaching (% of population)",0,"ERG051",2.25,302.3,0,0,0,0.05887845319314,"MPA","MPA",NA
"272",2004,"23-Jun-04","CDA01","Vietnam",8.74722,106.63,4,"Bleaching (% of population)",0,"ERG051",0.627142857,301.23,0,0,0,0.105399997337372,"MPA","MPA",NA
"273",2004,"23-Jun-04","CDA01","Vietnam",8.74722,106.63,9.3,"Bleaching (% of population)",0,"ERG051",0.627142857,301.23,0,0,0,0.105399997337372,"MPA","MPA",NA
"274",2004,"21-Jun-04","CDA04","Vietnam",8.63972,106.632,3.2,"Bleaching (% of population)",0,"ERG051",1.06,302.28,0,0,0,0.0586093481128992,"MPA","MPA",NA
"275",2004,"21-Jun-04","CDA04","Vietnam",8.63972,106.632,7.8,"Bleaching (% of population)",0,"ERG051",1.06,302.28,0,0,0,0.0586093481128992,"MPA","MPA",NA
"276",2004,"20-Jun-04","CDA06","Vietnam",8.69278,106.647,3.6,"Bleaching (% of population)",0,"ERG051",2.25,302.3,0,0,0,0.0577134591391964,"MPA","MPA",NA
"277",2004,"20-Jun-04","CDA06","Vietnam",8.69278,106.647,7.9,"Bleaching (% of population)",0,"ERG051",2.25,302.3,0,0,0,0.0577134591391964,"MPA","MPA",NA
"278",2004,"21-Jun-04","CDA07","Vietnam",8.66056,106.674,3,"Bleaching (% of population)",0,"ERG051",1.13,301.85,0,0,0,0.05887845319314,"MPA","MPA",NA
"279",2004,"21-Jun-04","CDA07","Vietnam",8.66056,106.674,10.1,"Bleaching (% of population)",0,"ERG051",1.13,301.85,0,0,0,0.05887845319314,"MPA","MPA",NA
"280",2004,"23-Jun-04","CDA05","Vietnam",8.6925,106.677,2.5,"Bleaching (% of population)",0,"ERG051",1.11,300.9,0,0,0,0.0577134591391964,"MPA","MPA",NA
"281",2004,"23-Jun-04","CDA05","Vietnam",8.6925,106.677,5.5,"Bleaching (% of population)",0,"ERG051",1.11,300.9,0,0,0,0.0577134591391964,"MPA","MPA",NA
"282",2003,"28-Aug-03","Cat Ba","Vietnam",20.7389,107.058,3.2,"Bleaching (% of population)",0,"ERG053",2.378333333,302.955,4269,4269,0,0.0707541158596595,"MPA","MPA",NA
"283",2003,"27-Sep-03","Coc Cheo","Vietnam",20.7542,107.104,4.7,"Bleaching (% of population)",0,"ERG053",0,301.63,0,0,0,0.15516733276356,"MPA","MPA",NA
"284",2003,"27-Sep-03","Ang Du","Vietnam",20.8042,107.116,3,"Bleaching (% of population)",0,"ERG053",0,301.76,0,0,0,0.144897058919414,"MPA","MPA",NA
"285",2003,"27-Sep-03","To Cac Be","Vietnam",20.7917,107.125,3.5,"Bleaching (% of population)",0,"ERG053",0,301.76,0,0,0,0.144897058919414,"MPA","MPA",NA
"286",2003,"27-Sep-03","Cong Do","Vietnam",20.8208,107.156,4,"Bleaching (% of population)",0,"ERG053",0,301.89,0,0,0,0.14067310902908,"MPA","MPA",NA
"287",2003,"27-Sep-03","Bu Xam","Vietnam",20.8458,107.178,3,"Bleaching (% of population)",0,"ERG053",0,302.3,0,0,0,0.14067310902908,"MPA","MPA",NA
"288",2003,"27-Sep-03","Doi Xo","Vietnam",20.9875,107.571,5,"Bleaching (% of population)",0,"ERG053",1.29,301.32,13692,13692,13692,0.251140059880834,"Non MPA","Non MPA",NA
"289",2003,"27-Sep-03","Cua Vanh","Vietnam",21.1042,107.619,5,"Bleaching (% of population)",0,"ERG053",1.46,301.35,0,0,0,0.170399995695334,"MPA","MPA",NA
"290",2005,"24-Jun-05","NTH01","Vietnam",12.0747,109.306,3.2,"Bleaching (% of population)",9,"ERG051",0,299.98,0,0,0,0.0427999989187811,"Non MPA","Non MPA",NA
"291",2005,"24-Jun-05","NTH01","Vietnam",12.0747,109.306,6.2,"Bleaching (% of population)",10,"ERG051",0,299.98,0,0,0,0.0427999989187811,"Non MPA","Non MPA",NA
"292",2005,"24-Jun-05","NTH02","Vietnam",12.0747,109.306,3.3,"Bleaching (% of population)",6,"ERG051",0,299.98,0,0,0,0.0427999989187811,"Non MPA","Non MPA",NA
"293",2005,"24-Jun-05","NTH02","Vietnam",12.0747,109.306,7,"Bleaching (% of population)",3,"ERG051",0,299.98,0,0,0,0.0427999989187811,"Non MPA","Non MPA",NA
"294",2004,"25-May-04","CLC01","Vietnam",15.9722,108.422,3,"Bleaching (% of population)",6,"ERG053",0,301.08,0,0,0,0.0905999977112515,"MPA","MPA",NA
"295",2004,"25-May-04","CLC01","Vietnam",15.9722,108.422,6,"Bleaching (% of population)",0,"ERG053",0,301.08,0,0,0,0.0905999977112515,"MPA","MPA",NA
"296",2004,"25-May-04","CLC03","Vietnam",15.9675,108.446,3,"Bleaching (% of population)",6,"ERG053",0,301.11,0,0,0,0.0787999980093446,"MPA","MPA",NA
"297",2004,"25-May-04","CLC03","Vietnam",15.9675,108.446,9,"Bleaching (% of population)",10,"ERG053",0,301.11,0,0,0,0.0787999980093446,"MPA","MPA",NA
"298",2004,"02-Jun-04","CLC02","Vietnam",15.9794,108.449,5,"Bleaching (% of population)",18,"ERG053",0,302.1,0,0,0,0.0709999982063891,"MPA","Non MPA",NA
"299",2004,"02-Jun-04","CLC02","Vietnam",15.9794,108.449,8.5,"Bleaching (% of population)",18,"ERG053",0,302.1,0,0,0,0.0709999982063891,"MPA","Non MPA",NA
"300",2004,"29-May-04","CLC05","Vietnam",15.9317,108.471,3.8,"Bleaching (% of population)",0,"ERG053",1.91,301.57,0,0,0,0.0981999975192593,"MPA","MPA",NA
"301",2004,"29-May-04","CLC05","Vietnam",15.9317,108.471,7.5,"Bleaching (% of population)",2,"ERG053",1.91,301.57,0,0,0,0.0981999975192593,"MPA","MPA",NA
"302",2004,"22-May-04","CLC04","Vietnam",15.9336,108.474,4.5,"Bleaching (% of population)",9,"ERG053",0,301.61,0,0,0,0.0981999975192593,"MPA","MPA",NA
"303",2004,"22-May-04","CLC04","Vietnam",15.9336,108.474,11,"Bleaching (% of population)",5,"ERG053",0,301.61,0,0,0,0.0981999975192593,"MPA","MPA",NA
"304",2004,"23-May-04","CLC06","Vietnam",15.9456,108.478,3.5,"Bleaching (% of population)",9,"ERG053",0,301.61,0,0,0,0.0787999980093446,"MPA","MPA",NA
"305",2004,"23-May-04","CLC06","Vietnam",15.9456,108.478,8.2,"Bleaching (% of population)",5,"ERG053",0,301.61,0,0,0,0.0787999980093446,"MPA","MPA",NA
"306",2004,"23-May-04","CLC08","Vietnam",15.9631,108.485,3.3,"Bleaching (% of population)",0,"ERG053",0,301.11,0,0,0,0.0641999983781716,"MPA","MPA",NA
"307",2004,"23-May-04","CLC08","Vietnam",15.9631,108.485,7.3,"Bleaching (% of population)",0,"ERG053",0,301.11,0,0,0,0.0641999983781716,"MPA","MPA",NA
"308",2004,"29-May-04","CLC07","Vietnam",15.9456,108.486,7,"Bleaching (% of population)",5,"ERG053",1.91,301.57,0,0,0,0.0641999983781716,"MPA","MPA",NA
"309",2004,"26-May-04","CLC09","Vietnam",15.96,108.489,3.3,"Bleaching (% of population)",11,"ERG053",0,301.28,0,0,0,0.0641999983781716,"MPA","MPA",NA
"310",2004,"26-May-04","CLC09","Vietnam",15.96,108.489,6.7,"Bleaching (% of population)",0,"ERG053",0,301.28,0,0,0,0.0641999983781716,"MPA","MPA",NA
"311",2004,"26-May-04","CLC14","Vietnam",15.9714,108.491,6.7,"Bleaching (% of population)",3,"ERG053",0,301.28,0,0,0,0.0641999983781716,"MPA","MPA",NA
"312",2004,"01-Jun-04","CLC15","Vietnam",15.9772,108.501,10,"Bleaching (% of population)",8,"ERG053",0,301.28,0,0,0,0.0454199236646263,"MPA","MPA",NA
"313",2004,"31-May-04","CLC10","Vietnam",15.9381,108.515,5.3,"Bleaching (% of population)",0,"ERG053",1.02,301.6,0,0,0,0.0981999975192593,"MPA","Non MPA",NA
"314",2004,"24-May-04","CLC11","Vietnam",15.93,108.529,2,"Bleaching (% of population)",0,"ERG053",0,301.61,0,0,0,0.046166005936742,"MPA","Non MPA",NA
"315",2004,"24-May-04","CLC11","Vietnam",15.93,108.529,5.5,"Bleaching (% of population)",0,"ERG053",0,301.61,0,0,0,0.046166005936742,"MPA","Non MPA",NA
"316",2004,"27-May-04","CLC12","Vietnam",15.9081,108.533,3.3,"Bleaching (% of population)",8,"ERG053",0,301.96,0,0,0,0.046166005936742,"MPA","Non MPA",NA
"317",2004,"27-May-04","CLC12","Vietnam",15.9081,108.533,8.8,"Bleaching (% of population)",0,"ERG053",0,301.96,0,0,0,0.046166005936742,"MPA","Non MPA",NA
"318",2004,"31-May-04","CLC13","Vietnam",15.9031,108.54,5.5,"Bleaching (% of population)",5,"ERG053",0,301.96,0,0,0,0.046166005936742,"MPA","Non MPA",NA
"319",2004,"31-May-04","CLC13","Vietnam",15.9031,108.54,10,"Bleaching (% of population)",2,"ERG053",0,301.96,0,0,0,0.046166005936742,"MPA","Non MPA",NA
"320",2004,"10-May-04","CAN07","Vietnam",11.2306,108.826,3.2,"Bleaching (% of population)",0,"ERG051",1.12,302.85,0,0,0,0.100999997448525,"MPA","MPA",NA
"321",2004,"10-May-04","CAN07","Vietnam",11.2306,108.826,6.2,"Bleaching (% of population)",0,"ERG051",1.12,302.85,0,0,0,0.100999997448525,"MPA","MPA",NA
"322",2005,"20-May-05","CAN07","Vietnam",11.2306,108.826,3.2,"Bleaching (% of population)",0,"ERG051",0,300.34,0,0,0,0.0803999979689252,"MPA","MPA",NA
"323",2005,"20-May-05","CAN07","Vietnam",11.2306,108.826,6.2,"Bleaching (% of population)",0,"ERG051",0,300.34,0,0,0,0.0803999979689252,"MPA","MPA",NA
"324",2006,"27-Aug-06","CAN07","Vietnam",11.2306,108.826,3.2,"Bleaching (% of population)",0,"ERG051",1.44,299.64,0,0,0,0.0687982784845687,"MPA","MPA",NA
"325",2006,"27-Aug-06","CAN07","Vietnam",11.2306,108.826,6.2,"Bleaching (% of population)",0,"ERG051",1.44,299.64,0,0,0,0.0687982784845687,"MPA","MPA",NA
"326",2004,"10-May-04","CAN06","Vietnam",11.2317,108.829,3,"Bleaching (% of population)",0,"ERG051",1.12,302.85,0,0,0,0.100999997448525,"MPA","MPA",NA
"327",2004,"10-May-04","CAN06","Vietnam",11.2317,108.829,6,"Bleaching (% of population)",0,"ERG051",1.12,302.85,0,0,0,0.100999997448525,"MPA","MPA",NA
"328",2005,"20-May-05","CAN06","Vietnam",11.2317,108.829,3,"Bleaching (% of population)",0,"ERG051",0,300.34,0,0,0,0.0803999979689252,"MPA","MPA",NA
"329",2005,"20-May-05","CAN06","Vietnam",11.2317,108.829,6,"Bleaching (% of population)",0,"ERG051",0,300.34,0,0,0,0.0803999979689252,"MPA","MPA",NA
"330",2006,"27-Aug-06","CAN06","Vietnam",11.2317,108.829,3,"Bleaching (% of population)",0,"ERG051",1.44,299.64,0,0,0,0.0687982784845687,"MPA","MPA",NA
"331",2006,"27-Aug-06","CAN06","Vietnam",11.2317,108.829,6.5,"Bleaching (% of population)",0,"ERG051",1.44,299.64,0,0,0,0.0687982784845687,"MPA","MPA",NA
"332",2006,"01-Sep-06","CAN10","Vietnam",11.2233,108.831,3.1,"Bleaching (% of population)",0,"ERG051",0,300.62,0,0,0,0.263199993351009,"MPA","MPA",NA
"333",2006,"01-Sep-06","CAN10","Vietnam",11.2233,108.831,6.5,"Bleaching (% of population)",0,"ERG051",0,300.62,0,0,0,0.263199993351009,"MPA","MPA",NA
"334",2006,"28-Aug-06","CAN09","Vietnam",11.2253,108.832,3,"Bleaching (% of population)",0,"ERG051",1.44,299.64,0,0,0,0.0687982784845687,"MPA","MPA",NA
"335",2006,"28-Aug-06","CAN09","Vietnam",11.2253,108.832,7,"Bleaching (% of population)",0,"ERG051",1.44,299.64,0,0,0,0.0687982784845687,"MPA","MPA",NA
"336",2006,"31-Aug-06","CAN08","Vietnam",11.2325,108.833,2.9,"Bleaching (% of population)",0,"ERG051",0,300.62,0,0,0,0.0687982784845687,"MPA","MPA",NA
"337",2006,"31-Aug-06","CAN08","Vietnam",11.2325,108.833,6.5,"Bleaching (% of population)",0,"ERG051",0,300.62,0,0,0,0.0687982784845687,"MPA","MPA",NA
"338",2006,"31-Aug-06","CAN05","Vietnam",11.2761,108.868,5.7,"Bleaching (% of population)",0,"ERG051",0,301.1,0,0,0,0.440599988869508,"Non MPA","Non MPA",NA
"339",2006,"31-Aug-06","CAN04","Vietnam",11.2822,108.874,5.5,"Bleaching (% of population)",0,"ERG051",0,301.1,0,0,0,0.440599988869508,"Non MPA","Non MPA",NA
"340",2004,"11-Apr-04","VPO02","Vietnam",12.6333,109.208,5,"Bleaching (% of population)",0,"ERG051",1.22,300.06,0,0,0,0.0397184969103955,"Non MPA","Non MPA",NA
"341",2005,"30-Jun-05","VPO02","Vietnam",12.6333,109.208,5,"Bleaching (% of population)",5,"ERG051",0,301.51,0,0,0,0.0355980629922952,"Non MPA","Non MPA",NA
"342",2004,"10-Apr-04","VPO03","Vietnam",12.6281,109.211,4.5,"Bleaching (% of population)",0,"ERG051",1.22,300.06,0,0,0,0.0397184969103955,"Non MPA","Non MPA",NA
"343",2005,"29-Jun-05","VPO03","Vietnam",12.6281,109.211,4.5,"Bleaching (% of population)",8,"ERG051",0,301.51,0,0,0,0.0355980629922952,"Non MPA","Non MPA",NA
"344",2004,"10-Apr-04","VPO04","Vietnam",12.6286,109.215,3,"Bleaching (% of population)",2,"ERG051",1.22,300.06,0,0,0,0.0397184969103955,"Non MPA","Non MPA",NA
"345",2004,"10-Apr-04","VPO04","Vietnam",12.6286,109.215,6,"Bleaching (% of population)",0,"ERG051",1.22,300.06,0,0,0,0.0397184969103955,"Non MPA","Non MPA",NA
"346",2005,"29-Jun-05","VPO04","Vietnam",12.6286,109.215,3,"Bleaching (% of population)",8,"ERG051",0,301.51,0,0,0,0.0355980629922952,"Non MPA","Non MPA",NA
"347",2005,"29-Jun-05","VPO04","Vietnam",12.6286,109.215,6,"Bleaching (% of population)",7,"ERG051",0,301.51,0,0,0,0.0355980629922952,"Non MPA","Non MPA",NA
"348",2004,"11-Apr-04","VPO01","Vietnam",12.6383,109.223,6,"Bleaching (% of population)",0,"ERG051",1.22,300.06,0,0,0,0.0397184969103955,"Non MPA","Non MPA",NA
"349",2005,"30-Jun-05","VPO01","Vietnam",12.6383,109.223,6,"Bleaching (% of population)",2,"ERG051",0,301.51,0,0,0,0.0355980629922952,"Non MPA","Non MPA",NA
"350",2004,"07-May-04","NTA09/Nhatrang Site 8","Vietnam",12.1806,109.245,2,"Bleaching (% of population)",0,"ERG051",1.73,302.9,0,0,0,0.0356215454918766,"MPA","MPA",NA
"351",2004,"07-May-04","NTA09/Nhatrang Site 8","Vietnam",12.1806,109.245,6.9,"Bleaching (% of population)",0,"ERG051",1.73,302.9,0,0,0,0.0356215454918766,"MPA","MPA",NA
"352",2005,"09-May-05","NTA09/Nhatrang Site 8","Vietnam",12.1806,109.245,2,"Bleaching (% of population)",0,"ERG051",1.11,299.55,0,0,0,0.0397481273381238,"MPA","MPA",NA
"353",2005,"09-May-05","NTA09/Nhatrang Site 8","Vietnam",12.1806,109.245,6.9,"Bleaching (% of population)",0,"ERG051",1.11,299.55,0,0,0,0.0397481273381238,"MPA","MPA",NA
"354",2006,"16-Aug-06","NTA09/Nhatrang Site 8","Vietnam",12.1806,109.245,2.2,"Bleaching (% of population)",0,"ERG051",0,302.89,0,0,0,0.0660687881398792,"MPA","MPA",NA
"355",2006,"16-Aug-06","NTA09/Nhatrang Site 8","Vietnam",12.1806,109.245,7.4,"Bleaching (% of population)",0,"ERG051",0,302.89,0,0,0,0.0660687881398792,"MPA","MPA",NA
"356",2006,"14-Sep-06","VPO11","Vietnam",12.4494,109.293,3,"Bleaching (% of population)",0,"ERG051",5.3,302.16,0,0,0,0.0728093174845741,"Non MPA","Non MPA",NA
"357",2006,"14-Sep-06","VPO11","Vietnam",12.4494,109.293,6.7,"Bleaching (% of population)",0,"ERG051",5.3,302.16,0,0,0,0.0728093174845741,"Non MPA","Non MPA",NA
"358",2004,"06-May-04","NTA05","Vietnam",12.1819,109.294,2.5,"Bleaching (% of population)",0,"ERG051",2.785,302.9475,0,0,0,0.0356215454918766,"MPA","MPA",NA
"359",2004,"06-May-04","NTA05","Vietnam",12.1819,109.294,6,"Bleaching (% of population)",0,"ERG051",2.785,302.9475,0,0,0,0.0356215454918766,"MPA","MPA",NA
"360",2005,"18-May-05","NTA05","Vietnam",12.1819,109.294,2.5,"Bleaching (% of population)",0,"ERG051",0,299.80875,0,0,0,0.0397481273381238,"MPA","MPA",NA
"361",2005,"18-May-05","NTA05","Vietnam",12.1819,109.294,6,"Bleaching (% of population)",0,"ERG051",0,299.80875,0,0,0,0.0397481273381238,"MPA","MPA",NA
"362",2006,"20-Aug-06","NTA05","Vietnam",12.1819,109.294,2.5,"Bleaching (% of population)",0,"ERG051",0.8075,302.8225,0,0,0,0.0660687881398792,"MPA","MPA",NA
"363",2006,"20-Aug-06","NTA05","Vietnam",12.1819,109.294,6,"Bleaching (% of population)",0,"ERG051",0.8075,302.8225,0,0,0,0.0660687881398792,"MPA","MPA",NA
"364",2004,"29-Apr-04","VPO09","Vietnam",12.4961,109.3,2.7,"Bleaching (% of population)",1,"ERG051",2.49,303.38,0,0,0,0.0461999988328898,"Non MPA","Non MPA",NA
"365",2004,"29-Apr-04","VPO09","Vietnam",12.4961,109.3,6.5,"Bleaching (% of population)",2,"ERG051",2.49,303.38,0,0,0,0.0461999988328898,"Non MPA","Non MPA",NA
"366",2005,"15-May-05","VPO09","Vietnam",12.4961,109.3,2.7,"Bleaching (% of population)",0,"ERG051",0,300.73,0,0,0,0.0571999985550065,"Non MPA","Non MPA",NA
"367",2005,"15-May-05","VPO09","Vietnam",12.4961,109.3,6.5,"Bleaching (% of population)",0,"ERG051",0,300.73,0,0,0,0.0571999985550065,"Non MPA","Non MPA",NA
"368",2006,"09-Sep-06","VPO09","Vietnam",12.4961,109.3,4,"Bleaching (% of population)",0,"ERG051",5.15,302.13,0,0,0,0.071999998181127,"Non MPA","Non MPA",NA
"369",2006,"09-Sep-06","VPO09","Vietnam",12.4961,109.3,6.5,"Bleaching (% of population)",0,"ERG051",5.15,302.13,0,0,0,0.071999998181127,"Non MPA","Non MPA",NA
"370",2004,"05-May-04","NTA04/Nhatrang Site 5","Vietnam",12.2222,109.301,2.5,"Bleaching (% of population)",0,"ERG051",2.99,303.36,0,0,0,0.0364386510015465,"MPA","MPA",NA
"371",2004,"05-May-04","NTA04/Nhatrang Site 5","Vietnam",12.2222,109.301,6,"Bleaching (% of population)",0,"ERG051",2.99,303.36,0,0,0,0.0364386510015465,"MPA","MPA",NA
"372",2005,"31-Aug-05","NTA04/Nhatrang Site 5","Vietnam",12.2222,109.301,2.5,"Bleaching (% of population)",0,"ERG051",1.01,301.42,0,0,0,0.0677999982872279,"MPA","MPA",NA
"373",2005,"31-Aug-05","NTA04/Nhatrang Site 5","Vietnam",12.2222,109.301,6,"Bleaching (% of population)",0,"ERG051",1.01,301.42,0,0,0,0.0677999982872279,"MPA","MPA",NA
"374",2006,"22-Aug-06","NTA04/Nhatrang Site 5","Vietnam",12.2222,109.301,3,"Bleaching (% of population)",0,"ERG051",2.55,302.89,0,0,0,0.0670710938767372,"MPA","MPA",NA
"375",2006,"22-Aug-06","NTA04/Nhatrang Site 5","Vietnam",12.2222,109.301,6,"Bleaching (% of population)",0,"ERG051",2.55,302.89,0,0,0,0.0670710938767372,"MPA","MPA",NA
"376",2004,"07-Jun-04","VPO07","Vietnam",12.6003,109.304,3,"Bleaching (% of population)",0,"ERG051",1.06,303.25,0,0,0,0.0422462120264808,"Non MPA","Non MPA",NA
"377",2004,"07-Jun-04","VPO07","Vietnam",12.6003,109.304,7,"Bleaching (% of population)",0,"ERG051",1.06,303.25,0,0,0,0.0422462120264808,"Non MPA","Non MPA",NA
"378",2005,"14-May-05","VPO07","Vietnam",12.6003,109.304,3,"Bleaching (% of population)",0,"ERG051",0,302.4,0,0,0,0.0384082953260211,"Non MPA","Non MPA",NA
"379",2005,"14-May-05","VPO07","Vietnam",12.6003,109.304,7,"Bleaching (% of population)",0,"ERG051",0,302.4,0,0,0,0.0384082953260211,"Non MPA","Non MPA",NA
"380",2006,"12-Sep-06","VPO07","Vietnam",12.6003,109.304,2.7,"Bleaching (% of population)",0,"ERG051",2.65,302.33,0,0,0,0.0753999980952358,"Non MPA","Non MPA",NA
"381",2006,"12-Sep-06","VPO07","Vietnam",12.6003,109.304,7.5,"Bleaching (% of population)",0,"ERG051",2.65,302.33,0,0,0,0.0753999980952358,"Non MPA","Non MPA",NA
"382",2004,"30-Apr-04","VPO10","Vietnam",12.4836,109.309,2.7,"Bleaching (% of population)",4,"ERG051",2.49,303.38,0,0,0,0.0386030835745149,"Non MPA","Non MPA",NA
"383",2004,"30-Apr-04","VPO10","Vietnam",12.4836,109.309,6,"Bleaching (% of population)",1,"ERG051",2.49,303.38,0,0,0,0.0386030835745149,"Non MPA","Non MPA",NA
"384",2005,"15-May-05","VPO10","Vietnam",12.4836,109.309,2.7,"Bleaching (% of population)",0,"ERG051",0,300.73,0,0,0,0.0379357888993775,"Non MPA","Non MPA",NA
"385",2005,"15-May-05","VPO10","Vietnam",12.4836,109.309,6,"Bleaching (% of population)",0,"ERG051",0,300.73,0,0,0,0.0379357888993775,"Non MPA","Non MPA",NA
"386",2006,"10-Sep-06","VPO10","Vietnam",12.4836,109.309,2.2,"Bleaching (% of population)",0,"ERG051",5.15,302.13,0,0,0,0.0728093174845741,"Non MPA","Non MPA",NA
"387",2006,"10-Sep-06","VPO10","Vietnam",12.4836,109.309,6.5,"Bleaching (% of population)",0,"ERG051",5.15,302.13,0,0,0,0.0728093174845741,"Non MPA","Non MPA",NA
"388",2004,"05-May-04","NTA03/Nhatrang Site 6","Vietnam",12.2214,109.324,3.8,"Bleaching (% of population)",0,"ERG051",2.94,303.36,0,0,0,0.0364538938159393,"MPA","MPA",NA
"389",2004,"05-May-04","NTA03/Nhatrang Site 6","Vietnam",12.2214,109.324,10.5,"Bleaching (% of population)",0,"ERG051",2.94,303.36,0,0,0,0.0364538938159393,"MPA","MPA",NA
"390",2005,"11-May-05","NTA03/Nhatrang Site 6","Vietnam",12.2214,109.324,3.7,"Bleaching (% of population)",0,"ERG051",0,299.08,0,0,0,0.0395548054093063,"MPA","MPA",NA
"391",2005,"11-May-05","NTA03/Nhatrang Site 6","Vietnam",12.2214,109.324,10.5,"Bleaching (% of population)",0,"ERG051",0,299.08,0,0,0,0.0395548054093063,"MPA","MPA",NA
"392",2006,"19-Aug-06","NTA03/Nhatrang Site 6","Vietnam",12.2214,109.324,3.7,"Bleaching (% of population)",0,"ERG051",1.08,302.69,0,0,0,0.0670662766983084,"MPA","MPA",NA
"393",2006,"19-Aug-06","NTA03/Nhatrang Site 6","Vietnam",12.2214,109.324,10.5,"Bleaching (% of population)",0,"ERG051",1.08,302.69,0,0,0,0.0670662766983084,"MPA","MPA",NA
"394",2004,"07-Jun-04","VPO06","Vietnam",12.6069,109.333,3,"Bleaching (% of population)",0,"ERG051",2.78,303.1666667,0,0,0,0.0422462120264808,"Non MPA","Non MPA",NA
"395",2004,"07-Jun-04","VPO06","Vietnam",12.6069,109.333,5.5,"Bleaching (% of population)",0,"ERG051",2.78,303.1666667,0,0,0,0.0422462120264808,"Non MPA","Non MPA",NA
"396",2005,"14-May-05","VPO06","Vietnam",12.6069,109.333,3,"Bleaching (% of population)",0,"ERG051",0.373333333,301.8616667,0,0,0,0.0384155488259133,"Non MPA","Non MPA",NA
"397",2005,"14-May-05","VPO06","Vietnam",12.6069,109.333,5.5,"Bleaching (% of population)",0,"ERG051",0.373333333,301.8616667,0,0,0,0.0384155488259133,"Non MPA","Non MPA",NA
"398",2006,"11-Jun-06","VPO06","Vietnam",12.6069,109.333,2.5,"Bleaching (% of population)",0,"ERG051",6.393333333,302.395,0,0,0,0.0739999981306028,"Non MPA","Non MPA",NA
"399",2006,"11-Jun-06","VPO06","Vietnam",12.6069,109.333,5.5,"Bleaching (% of population)",0,"ERG051",6.393333333,302.395,0,0,0,0.0739999981306028,"Non MPA","Non MPA",NA
"400",2004,"04-May-04","NTA02/Nhatrang Site 14","Vietnam",12.2728,109.357,3.8,"Bleaching (% of population)",0,"ERG051",1.62,302.32,0,0,0,0.0483999987773132,"Non MPA","Non MPA",NA
